text	date	name
ger000042	1847	Joel
ger000042	1847	Diener 
ger000042	1847	Akiba
ger000042	1847	Embden
ger000042	1847	Baruch
ger000211	1769	Lisette
ger000211	1769	Leonore
ger000211	1769	Baron
ger000211	1769	Major
ger000211	1769	Blumenkranz
ger000211	1769	Reitbahn
ger000211	1769	Notarius
ger000496	1797	Werner/Wahrsagerin
ger000496	1797	Ehlert
ger000496	1797	Rothmann
ger000496	1797	Ahlfeld
ger000496	1797	Walther
ger000496	1797	Julie
ger000496	1797	Dornberg
ger000496	1797	Berger
ger000496	1797	Wagemann
ger000496	1797	Bäckerknecht
ger000078	1821	Wolf
ger000078	1821	Thuiskomar
ger000078	1821	Dagobert
ger000078	1821	Selgar
ger000078	1821	Thusnelda
ger000078	1821	Hermann
ger000078	1821	Ventidius
ger000078	1821	Scäpio
ger000078	1821	Eginhardt
ger000078	1821	Gertrud
ger000078	1821	Luitgar
ger000078	1821	Varus
ger000078	1821	Septimius
ger000078	1821	Fust
ger000078	1821	Gueltar
ger000078	1821	Aristan
ger000078	1821	Crassus
ger000078	1821	Marbod
ger000078	1821	Attarin
ger000078	1821	Rinold
ger000078	1821	Adelhart
ger000078	1821	Komar
ger000078	1821	Teuthold
ger000078	1821	Astolf
ger000078	1821	Egbert
ger000078	1821	Winfried
ger000078	1821	Childerich
ger000483	1786	Bella
ger000483	1786	Messaline
ger000483	1786	Biribinker
ger000483	1786	Fitzaldo
ger000483	1786	Hyacinth
ger000483	1786	Baham
ger000483	1786	Cantareth
ger000483	1786	Zweyter Soldat
ger000272	1754	Damis
ger000272	1754	Anton
ger000272	1754	Chrysander
ger000272	1754	Lisette
ger000272	1754	Juliane
ger000272	1754	Valer
ger000316	1813	Ganymed
ger000316	1813	Jupiter
ger000316	1813	Apollo
ger000316	1813	Minerva
ger000316	1813	Amor
ger000316	1813	Venus
ger000316	1813	Juno
ger000316	1813	Euridice
ger000316	1813	Pluto
ger000316	1813	Proserpina
ger000316	1813	Orpheus
ger000316	1813	Cerberus
ger000316	1813	Tantalus
ger000316	1813	Sisiphus
ger000316	1813	Prometheus
ger000316	1813	Merkur
ger000316	1813	Vulkan
ger000316	1813	Mars
ger000123	1773	Sievers
ger000123	1773	Wirt
ger000123	1773	Metzler
ger000123	1773	Götz
ger000123	1773	Georg
ger000123	1773	Martin
ger000123	1773	Karl
ger000123	1773	Maria
ger000123	1773	Elisabeth
ger000123	1773	Reiter
ger000123	1773	Weislingen
ger000123	1773	Bischof
ger000123	1773	Olearius
ger000123	1773	Abt
ger000123	1773	Liebetraut
ger000123	1773	Franz
ger000123	1773	Adelheid
ger000123	1773	Selbitz
ger000123	1773	Kammerfräulein
ger000123	1773	Brautvater
ger000123	1773	Bräutigam
ger000123	1773	Bauer 
ger000123	1773	Kaiser
ger000123	1773	Sickingen
ger000123	1773	Hauptmann
ger000123	1773	Lerse
ger000123	1773	 Ritter
ger000123	1773	 Ritter
ger000123	1773	 Ritter
ger000123	1773	 Ritter
ger000123	1773	Knecht
ger000123	1773	Knecht
