text	frequency	labels
Göz	85	['Rufname', 'Übername']
Gözcü	13	['Beruf']
Göze	11	['Rufname', 'Wohnstätte', 'Herkunft']
Gözen	23	['Rufnamenmuster']
Gözze	17	['Rufname']
Gözübüyük	16	['Übername']
Gözütok	22	['Rufnamenmuster', 'Übername']
Göß	122	['Rufname']
Gößel	28	['Rufname']
Gößele	9	['Rufname']
Gößelein	4	['Rufname']
Gößing	1	['Rufname']
Gößl	204	['Rufname']
Gößling	354	['Rufname']
Gößner	90	['Wohnstätte']
Gößwein	262	['Rufname', 'Herkunft']
Gübel	17	['Übername', 'Wohnstätte', 'Rufname']
Gübele	10	['Wohnstätte']
Gübler	31	['Wohnstätte', 'Rufname', 'Übername']
Güc	36	['Rufnamenmuster', 'Rufname']
Gücer	22	['kompositionelles Motiv']
Güclü	179	['Rufnamenmuster']
Gücük	10	['Übername']
Güdücü	16	['Beruf']
Gül	784	['Rufnamenmuster']
Gülacti	14	['Rufnamenmuster']
Gülay	60	['kompositionelles Motiv']
Gülbahar	37	['kompositionelles Motiv']
Gülbahce	13	['Rufnamenmuster', 'Beruf']
Gülbas	12	['kompositionelles Motiv']
Gülbeyaz	21	['kompositionelles Motiv']
Gülcan	64	['kompositionelles Motiv']
Gülcicek	15	['kompositionelles Motiv']
Gülcü	16	['Beruf']
Güldal	16	['Rufnamenmuster']
Güldali	12	['Rufnamenmuster']
Gülde	72	['Übername', 'Beruf']
Güldemeister	20	['Beruf']
Gülden	263	['Beruf', 'Wohnstätte', 'Übername', 'Herkunft']
Güldenagel	2	['Beruf']
Güldener	64	['Beruf']
Güldenfuß	11	['Übername']
Güldenpfenig	1	['Übername']
Güldenpfennig	271	['Übername']
Güldenpfenning	5	['Übername']
Güldenstern	12	['Wohnstätte', 'Herkunft']
Güldenzopf	10	['Übername']
Güldner	690	['Beruf', 'Herkunft']
Güldü	11	['Übername', 'Rufnamenmuster']
Güldüren	10	['Übername']
Gülec	189	['Übername', 'Herkunft']
Gülen	68	['Übername', 'Herkunft']
Gülenc	18	['Übername']
Güler	868	['Übername', 'Rufnamenmuster']
Güleryüz	74	['Übername']
Güles	12	['Übername']
Gülfirat	10	['kompositionelles Motiv']
Gülhan	56	['kompositionelles Motiv']
Güllenstern	15	['Wohnstätte']
Güllmeister	16	['Beruf']
Güllner	22	['Beruf']
Güllstorf	4	['Herkunft']
Güllü	59	['Rufnamenmuster']
Gülmen	17	['Rufnamenmuster']
Gülmez	93	['Übername']
Güloglu	18	['Rufnamenmuster']
Gülpinar	16	['kompositionelles Motiv', 'Herkunft']
Gülsahin	13	['kompositionelles Motiv']
Gülsdorf	4	['Herkunft']
Gülsdorff	7	['Herkunft']
Gülsen	124	['kompositionelles Motiv', 'Rufnamenmuster']
Gülseven	18	['Übername']
Gülsever	17	['Übername']
Gülsoy	19	['kompositionelles Motiv']
Gülstorf	10	['Herkunft']
Gülstorff	5	['Herkunft']
Gülstorp	1	['Herkunft']
Gülsüm	20	['Rufname']
Gültekin	338	['kompositionelles Motiv', 'Rufname']
Gülten	42	['Übername']
Gültepe	20	['kompositionelles Motiv', 'Herkunft']
Gültner	31	['Beruf']
Gülüm	19	['Rufnamenmuster']
Gülümser	11	['Übername']
Gümbel	167	['Rufname']
Gümpel	227	['Rufname', 'Übername']
Gümpell	4	['Rufname', 'Übername']
Gümüs	453	['Rufnamenmuster', 'Rufname', 'Herkunft']
Gümüsay	14	['kompositionelles Motiv']
Gümüssoy	17	['kompositionelles Motiv']
Gümüstas	21	['kompositionelles Motiv', 'Herkunft']
Gümüstekin	10	['kompositionelles Motiv', 'Rufname']
Gün	172	['Rufnamenmuster']
Günay	261	['kompositionelles Motiv']
Günaydin	198	['Rufnamenmuster']
Gündel	509	['Rufname']
Gündele	1	['Rufname']
Günder	129	['Rufname']
Gündermann	15	['Rufname']
Gündert	40	['Rufname']
Günderth	2	['Rufname']
Gündes	11	['Rufnamenmuster']
Gündhart	5	['Rufname']
Gündl	3	['Rufname']
Gündler	8	['Rufname', 'Herkunft']
Gündling	173	['Rufname']
Gündog	15	['Rufnamenmuster']
Gündogan	138	['Rufnamenmuster']
Gündogar	14	['Rufnamenmuster']
Gündogdu	263	['Rufnamenmuster', 'Rufname']
Gündogmus	15	['Rufnamenmuster']
Gündüz	497	['Rufnamenmuster', 'Herkunft', 'Rufname']
Günebakan	23	['Rufnamenmuster']
Güner	337	['Rufname', 'kompositionelles Motiv']
Günes	864	['Rufnamenmuster', 'Herkunft']
Güneser	11	['kompositionelles Motiv']
Güney	269	['Rufnamenmuster']
Güneyli	26	['Herkunft', 'Wohnstätte']
Güneysu	36	['Rufnamenmuster', 'kompositionelles Motiv']
Güngör	553	['Rufnamenmuster']
Güngören	22	['Rufnamenmuster', 'Übername']
Güngörmüs	25	['Übername']
Günner	74	['Rufname']
Günter	2154	['Rufname']
Günterke	2	['Rufname']
Güntermann	43	['Rufname']
Günters	5	['Rufname']
Güntert	307	['Rufname']
Günthard	1	['Rufname']
Günthardt	3	['Rufname']
Günthart	1	['Rufname']
Günther	25904	['Rufname']
Günthermann	26	['Rufname']
Günthers	1	['Rufname']
Güntherschulze	2	['Beruf']
Günthert	64	['Rufname']
Günthner	681	['Rufname', 'Herkunft']
Günthör	94	['Rufname']
Güntner	730	['Rufname', 'Herkunft']
Güntter	13	['Rufname']
Günttert	3	['Rufname']
Güntzel	296	['Rufname']
Güntzler	15	['Rufname']
Güntürk	19	['kompositionelles Motiv']
Günz	31	['Rufname']
Günzel	1778	['Rufname']
Günzelmann	20	['Rufname']
Günzing	22	['Rufname']
Günzkofer	53	['Herkunft']
Günzl	140	['Rufname']
Günzle	6	['Rufname']
Günzlein	6	['Rufname']
Günzler	251	['Rufname']
Güray	12	['Rufnamenmuster']
Gürbüz	357	['Rufnamenmuster', 'Übername']
Gürbüzer	11	['kompositionelles Motiv', 'Rufnamenmuster']
Gürcan	68	['Rufnamenmuster']
Gürcü	13	['Herkunft']
Güres	11	['Übername']
Gürkaynak	13	['Rufnamenmuster', 'Wohnstätte']
Gürnt	7	['Rufname']
Gürnth	46	['Rufname']
Gürpinar	22	['Wohnstätte']
Gürses	80	['Übername']
Gürsoy	176	['kompositionelles Motiv']
Gürtel	49	['Beruf']
Gürteler	7	['Beruf']
Gürthler	7	['Beruf']
Gürtler	1634	['Beruf']
Gürtner	231	['Beruf']
Gürzenich	17	['Herkunft']
Güsloff	7	['Rufname']
Güssloff	2	['Rufname']
Güssregen	5	['Übername']
Güster	40	['Beruf', 'Herkunft']
Güterbock	19	['Herkunft']
Güthle	26	['Rufname', 'Wohnstätte', 'Übername']
Güthlein	205	['Rufname', 'Wohnstätte', 'Übername']
Güthlin	26	['Rufname', 'Wohnstätte', 'Übername']
Gütle	93	['Rufname', 'Wohnstätte', 'Übername']
Gütlein	142	['Rufname', 'Wohnstätte', 'Übername']
Gütlin	23	['Rufname', 'Wohnstätte', 'Übername']
Gützlach	2	['Rufname']
Gützlaf	3	['Rufname']
Gützlaff	103	['Rufname']
Gützlag	14	['Rufname']
Güven	408	['Rufnamenmuster', 'Übername']
Güvenc	63	['Rufnamenmuster', 'Übername']
Güvenir	11	['Übername']
Güzel	362	['Übername', 'Rufname']
Güzeldemirci	10	['kompositionelles Motiv']
Güzeller	10	['Übername']
Güßloff	9	['Rufname']
Güßregen	44	['Übername']
Haach	7	['Übername', 'Wohnstätte', 'Rufname']
Haack	3190	['Beruf', 'Übername', 'Wohnstätte', 'Herkunft', 'Rufname']
Haacke	440	['Übername', 'Beruf', 'Wohnstätte', 'Rufname']
Haacker	125	['Beruf']
Haaf	745	['Beruf', 'Wohnstätte']
Haaff	14	['Beruf', 'Wohnstätte']
Haag	6100	['Wohnstätte', 'Herkunft', 'Rufname', 'Beruf']
Haage	270	['Wohnstätte', 'Rufname', 'Herkunft', 'Beruf']
Haagen	367	['Wohnstätte', 'Rufname', 'Herkunft', 'Beruf', 'Übername']
Haager	136	['Wohnstätte', 'Herkunft', 'Rufname', 'Übername']
Haagmann	18	['Wohnstätte', 'Herkunft', 'Rufname']
Haagmans	10	['Wohnstätte']
Haagner	5	['Wohnstätte', 'Herkunft', 'Rufname']
Haahs	4	['Übername', 'Beruf', 'Wohnstätte']
Haak	1954	['Beruf', 'Übername', 'Wohnstätte', 'Rufname']
Haake	1912	['Übername', 'Beruf', 'Wohnstätte', 'Rufname']
Haaker	110	['Rufname', 'Beruf']
Haakert	16	['Rufname']
Haamann	99	['Rufname', 'Beruf']
Haan	422	['Übername', 'Wohnstätte', 'Herkunft']
Haane	28	['Übername', 'Wohnstätte', 'Rufname']
Haanen	5	['Übername', 'Wohnstätte', 'Rufname']
Haar	979	['Übername', 'Wohnstätte', 'Beruf', 'Rufname', 'Herkunft']
Haarbrandt	23	['Rufname']
Haarcke	2	['Rufname']
Haarke	10	['Rufname']
Haarloos	1	['Übername']
Haarlos	4	['Übername']
Haarmann	1040	['Rufname', 'Wohnstätte', 'Herkunft', 'Übername']
Haarpaintner	21	['Wohnstätte', 'Herkunft']
Haartje	27	['Rufname']
Haarwaldt	1	['Rufname']
Haas	18201	['Übername', 'Beruf', 'Wohnstätte', 'Herkunft', 'Rufname']
Haase	13475	['Übername', 'Beruf', 'Wohnstätte', 'Rufname', 'Herkunft']
Haasenbein	1	['Übername', 'Beruf']
Haasenohr	2	['Übername']
Haass	109	['Übername', 'Beruf']
Haasse	1	['Übername', 'Beruf']
Haassengier	2	['Beruf']
Haaß	349	['Übername', 'Beruf', 'Wohnstätte']
Haaße	27	['Übername', 'Beruf']
Haaßengier	20	['Beruf']
Habacker	8	['Beruf']
Haban	83	['Übername']
Habann	22	['Übername']
Habbe	140	['Rufname']
Habbel	180	['Rufname']
Habben	349	['Rufname', 'Übername']
Habbena	9	['Rufname']
Habbers	2	['Rufname']
Habbert	6	['Rufname']
Habbes	28	['Rufname']
Habbinga	11	['Rufname']
Habdank	66	['Übername']
Habeck	671	['Beruf', 'Herkunft']
Habecke	7	['Herkunft', 'Beruf']
Habecker	63	['Beruf', 'Herkunft']
Habedanck	2	['Übername']
Habedank	335	['Übername']
Habek	15	['Beruf', 'Herkunft']
Habeker	9	['Herkunft', 'Beruf']
Habekost	299	['Wohnstätte', 'Herkunft']
Habel	1225	['Rufname', 'Herkunft']
Habelitz	73	['Übername']
Habenich	5	['Übername']
Habenicht	639	['Übername']
Habenschaden	28	['Übername']
Haber	799	['Beruf', 'Wohnstätte', 'Herkunft']
Haberbauer	2	['Beruf']
Haberbier	3	['Beruf', 'Übername']
Haberecht	261	['Übername', 'Rufname']
Haberer	749	['Beruf']
Haberhauf	2	['Beruf']
Haberhauff	5	['Beruf']
Haberhauffe	22	['Beruf']
Haberich	5	['Rufname']
Habericht	4	['Rufname']
Haberkamm	78	['Wohnstätte']
Haberkamp	128	['Wohnstätte', 'Herkunft']
Haberkern	184	['Beruf', 'Übername']
Haberkorn	1215	['Beruf', 'Übername']
Haberl	1034	['Beruf', 'Wohnstätte', 'Rufname']
Haberland	1453	['Wohnstätte', 'Herkunft']
Haberlander	98	['Herkunft', 'Wohnstätte']
Haberlandt	125	['Wohnstätte']
Haberle	122	['Beruf', 'Wohnstätte', 'Rufname']
Haberlein	1	['Beruf', 'Wohnstätte']
Haberländer	9	['Wohnstätte']
Habermaier	46	['Beruf']
Habermair	1	['Beruf']
Habermalz	26	['Beruf']
Habermann	2878	['Beruf', 'Übername']
Habermayer	9	['Beruf']
Habermayr	27	['Beruf']
Habermehl	485	['Beruf']
Habermeier	269	['Beruf']
Habermeyer	102	['Beruf']
Habermüller	18	['Beruf']
Habers	69	['Rufname']
Habersaat	41	['Beruf']
Habersaath	6	['Beruf']
Habersack	106	['Beruf', 'Übername']
Haberscheid	1	['Herkunft']
Haberscheidt	27	['Herkunft']
Habersetzer	211	['Beruf']
Haberstroh	733	['Beruf', 'Übername', 'Herkunft']
Habert	31	['Rufname']
Haberts	1	['Rufname']
Habertz	1	['Rufname']
Haberz	5	['Rufname']
Haberzeth	48	['Beruf']
Haberzett	15	['Beruf']
Haberzettel	59	['Beruf']
Haberzettl	363	['Beruf']
Habib	156	['Rufname']
Habibi	89	['Rufname']
Habiboglu	4	['Rufname']
Habibollah	3	['Rufname']
Habibovic	29	['Rufname']
Habibullah	12	['Rufname']
Habibzade	3	['Rufname']
Habibzadeh	2	['Rufname']
Habich	463	['Beruf', 'Übername', 'Wohnstätte']
Habicher	24	['Beruf', 'Herkunft']
Habichhorst	2	['Wohnstätte', 'Herkunft']
Habicht	755	['Beruf', 'Übername']
Habichthorst	4	['Wohnstätte', 'Herkunft']
Habighorst	152	['Wohnstätte', 'Herkunft']
Hablitscheck	1	['Rufname']
Hablitschek	14	['Rufname']
Hablitz	19	['Übername']
Hablitzel	64	['Übername']
Habliz	4	['Übername']
Hablizel	52	['Übername']
Hablützel	7	['Übername']
Habnit	2	['Übername']
Habnitt	17	['Übername']
Habold	13	['Rufname']
Haboldt	3	['Rufname']
Habram	23	['Rufname']
Habrecht	37	['Übername', 'Rufname']
Habrechtsmeier	3	['Beruf']
Habrich	102	['Rufname', 'Wohnstätte']
Habrichs	23	['Rufname']
Habricht	19	['Rufname']
Habrom	37	['Rufname']
Habscheid	53	['Herkunft']
Habscheidt	13	['Herkunft']
Hach	594	['Übername', 'Wohnstätte', 'Rufname', 'Herkunft', 'Beruf']
Hache	336	['Übername', 'Wohnstätte', 'Rufname']
Hachem	31	['Rufname']
Hachemi	5	['Rufname']
Haci	66	['Übername']
Hacioglu	24	['Übername']
Hacisalihoglu	10	['Rufname']
Hack	3066	['Übername', 'Beruf', 'Wohnstätte', 'Rufname']
Hackbard	1	['Rufname']
Hackbardt	3	['Rufname']
Hackbart	113	['Rufname', 'Übername']
Hackbarth	1117	['Rufname', 'Übername']
Hackbeil	49	['Beruf']
Hackbeyl	4	['Beruf']
Hackebarth	4	['Rufname']
Hackebeil	71	['Beruf']
Hackebracht	3	['Rufname']
Hackel	876	['Beruf', 'Rufname', 'Wohnstätte', 'Herkunft']
Hackelsberger	17	['Herkunft']
Hackelsperger	22	['Herkunft']
Hackenberg	1335	['Herkunft', 'Wohnstätte']
Hackenberger	172	['Herkunft', 'Wohnstätte']
Hackenbracht	65	['Rufname']
Hackenbuchner	23	['Wohnstätte', 'Herkunft']
Hackenewert	2	['Wohnstätte', 'Rufname']
Hackenschmid	2	['Beruf']
Hackenschmidt	104	['Beruf']
Hackenschmied	22	['Beruf']
Hacker	3344	['Beruf']
Hackerschmidt	2	['Beruf']
Hackerschmied	23	['Beruf']
Hackert	421	['Beruf', 'Rufname']
Hackerts	4	['Beruf', 'Rufname']
Hackeschmidt	14	['Beruf']
Hackl	1864	['Beruf', 'Rufname']
Hackmann	1214	['Rufname', 'Wohnstätte', 'Beruf', 'Herkunft']
Hadam	85	['Rufname']
Hadamczik	30	['Rufname']
Hadamczyk	8	['Rufname']
Hadameck	18	['Rufname']
Hadamek	113	['Rufname']
Hadamick	3	['Rufname']
Hadamietz	11	['Rufname']
Hadamik	96	['Rufname']
Hadamitzki	1	['Rufname']
Hadamitzky	81	['Rufname']
Hadamke	8	['Rufname']
Hadamtzik	5	['Rufname']
Hadamus	30	['Rufname']
Hadamzick	4	['Rufname']
Hadamzik	7	['Rufname']
Hadank	17	['Rufname']
Hadas	22	['Rufname']
Hadasch	193	['Rufname']
Hadaschick	7	['Rufname']
Hadaschik	86	['Rufname']
Hadasik	10	['Rufname']
Hadasz	5	['Rufname']
Haddad	143	['Beruf']
Hadeler	302	['Herkunft']
Hadem	88	['Herkunft']
Hademer	21	['Rufname']
Hadenfeld	15	['Herkunft']
Hadenfeldt	128	['Herkunft']
Hadenfelt	1	['Herkunft']
Hader	494	['Übername', 'Beruf', 'Rufname']
Haderer	224	['Übername', 'Beruf']
Haderlein	208	['Übername', 'Beruf', 'Rufname']
Hadermann	14	['Übername', 'Beruf', 'Rufname']
Hadersbeck	95	['Herkunft']
Hadersdorfer	82	['Herkunft']
Haderstorfer	7	['Herkunft']
Haderup	12	['Herkunft']
Hadewig	30	['Rufname']
Hadewiger	2	['Rufname']
Hadid	12	['Beruf']
Hadidi	12	['Beruf']
Hadler	311	['Herkunft', 'Beruf', 'Übername']
Hadlich	157	['Rufname', 'Übername']
Hadwig	2	['Rufname']
Hadwiger	155	['Rufname']
Haebel	18	['Rufname']
Haeberer	2	['Beruf']
Haeberle	67	['Beruf', 'Wohnstätte', 'Rufname']
Haeberlein	21	['Beruf', 'Wohnstätte', 'Rufname']
Haeberlen	5	['Beruf', 'Wohnstätte', 'Rufname']
Haeberli	1	['Beruf', 'Wohnstätte']
Haeberlin	20	['Beruf', 'Wohnstätte', 'Rufname']
Haeckel	54	['Beruf', 'Rufname']
Haecker	115	['Beruf']
Haeckermann	4	['Beruf']
Haeckl	9	['Beruf', 'Rufname']
Haecklein	2	['Rufname']
Haedecke	53	['Rufname']
Haedeke	3	['Rufname']
Haederich	3	['Rufname']
Haedicke	92	['Rufname']
Haedke	38	['Rufname']
Haedrich	45	['Rufname']
Haedtke	11	['Rufname']
Haefcke	8	['Beruf']
Haefeker	5	['Beruf']
Haefele	57	['Beruf', 'Wohnstätte']
Haefelein	1	['Beruf']
Haefeli	2	['Beruf']
Haefelin	1	['Beruf']
Haeffele	4	['Beruf']
Haeffner	44	['Beruf']
Haefke	102	['Beruf']
Haefker	19	['Beruf']
Haefner	94	['Beruf']
Haegebarth	8	['Rufname']
Haegel	6	['Rufname', 'Wohnstätte', 'Beruf']
Haegele	99	['Rufname', 'Wohnstätte', 'Beruf']
Haegelen	3	['Rufname', 'Wohnstätte']
Haegeler	7	['Wohnstätte', 'Rufname']
Haegeli	4	['Rufname', 'Wohnstätte']
Haeger	299	['Wohnstätte', 'Herkunft', 'Rufname', 'Übername']
Haegermann	27	['Wohnstätte', 'Rufname', 'Herkunft']
Haegle	3	['Rufname', 'Wohnstätte']
Haegler	29	['Wohnstätte', 'Rufname']
Haegner	11	['Wohnstätte', 'Herkunft']
Haehn	25	['Rufname']
Haehnel	110	['Rufname', 'Übername', 'Wohnstätte']
Haehnelt	4	['Rufname', 'Übername', 'Wohnstätte']
Haehnle	5	['Rufname', 'Übername', 'Wohnstätte']
Haehnlein	6	['Rufname', 'Übername', 'Wohnstätte']
Haelbich	4	['Rufname']
Haelbig	8	['Rufname']
Haemel	4	['Rufname', 'Beruf', 'Übername', 'Wohnstätte']
Haemfler	2	['Beruf']
Haemmelmann	2	['Rufname', 'Beruf', 'Übername']
Haemmerl	3	['Beruf']
Haemmerle	10	['Beruf']
Haemmerlein	7	['Beruf', 'Übername']
Haemmerling	11	['Beruf', 'Übername']
Haempel	3	['Rufname', 'Übername']
Haen	33	['Übername', 'Wohnstätte']
Haendel	110	['Rufname', 'Übername']
Haendeler	19	['Beruf', 'Übername']
Haendl	4	['Rufname', 'Übername']
Haendler	22	['Beruf', 'Rufname', 'Übername']
Haenel	170	['Rufname', 'Übername', 'Wohnstätte']
Haenelt	62	['Rufname', 'Übername', 'Wohnstätte']
Haenen	16	['Übername', 'Wohnstätte', 'Rufname']
Haenfler	7	['Beruf']
Haenfling	3	['Übername', 'Beruf']
Haenle	23	['Rufname', 'Übername', 'Wohnstätte']
Haenlein	48	['Rufname', 'Übername', 'Wohnstätte']
Haennel	1	['Rufname']
Haens	2	['Rufname']
Haensch	154	['Rufname']
Haenschel	6	['Rufname']
Haenschen	10	['Rufname']
Haenschke	32	['Rufname']
Haense	9	['Rufname']
Haensel	229	['Rufname']
Haenseler	3	['Rufname', 'Beruf']
Haensell	6	['Rufname']
Haenselmann	1	['Rufname']
Haensen	2	['Rufname']
Haensge	3	['Rufname']
Haensgen	19	['Rufname']
Haenske	2	['Rufname']
Haensl	2	['Rufname']
Haensle	1	['Rufname']
Haensler	26	['Rufname', 'Beruf']
Haensse	5	['Rufname']
Haenssel	1	['Rufname']
Haenssgen	5	['Rufname']
Haenssler	4	['Rufname', 'Beruf']
Haentsch	11	['Rufname']
Haentsche	1	['Rufname']
Haentschel	8	['Rufname']
Haentschke	7	['Rufname']
Haentze	1	['Rufname']
Haentzler	1	['Rufname']
Haentzsch	6	['Rufname']
Haentzschel	12	['Rufname']
Haenze	4	['Rufname']
Haenzel	8	['Rufname']
Haenzelmann	1	['Rufname']
Haenzler	3	['Rufname']
Haenßel	1	['Rufname']
Haenßgen	1	['Rufname']
Haepp	26	['Rufname']
Haerdel	3	['Rufname']
Haerdle	15	['Rufname']
Haering	200	['Beruf', 'Herkunft', 'Rufname', 'Übername']
Haeringer	6	['Beruf', 'Herkunft']
Haerle	20	['Übername']
Haerlein	3	['Übername']
Haerlen	1	['Übername']
Haerlin	8	['Übername']
Haertel	367	['Rufname']
Haerthel	1	['Rufname']
Haerting	32	['Rufname']
Haertkorn	1	['Beruf']
Haertl	35	['Rufname']
Haertle	26	['Rufname']
Haertlein	11	['Rufname']
Haertling	9	['Rufname']
Haertwig	16	['Rufname']
Haesel	3	['Wohnstätte']
Haeselbarth	22	['Übername']
Haeseler	134	['Wohnstätte', 'Herkunft']
Haesevoets	1	['Übername']
Haeslein	2	['Übername', 'Beruf', 'Wohnstätte']
Haesler	102	['Wohnstätte', 'Herkunft']
Haeslich	2	['Herkunft']
Haessel	1	['Wohnstätte', 'Übername', 'Beruf']
Haessler	40	['Wohnstätte', 'Herkunft']
Haesslin	1	['Übername', 'Beruf', 'Wohnstätte']
Haeufle	1	['Wohnstätte', 'Beruf']
Haeuseler	8	['Beruf', 'Wohnstätte']
Haeuser	21	['Beruf', 'Wohnstätte', 'Herkunft']
Haeusgen	15	['Wohnstätte']
Haeusler	98	['Beruf', 'Wohnstätte']
Haeussler	19	['Beruf', 'Wohnstätte']
Haeußler	5	['Beruf', 'Wohnstätte']
Haevecker	10	['Beruf']
Haeveker	1	['Beruf']
Haeweker	3	['Beruf']
Haeßl	5	['Wohnstätte']
Haeßlein	1	['Übername', 'Beruf', 'Wohnstätte']
Haf	144	['Beruf', 'Wohnstätte']
Hafekost	2	['Wohnstätte', 'Herkunft']
Hafele	4	['Beruf']
Hafemann	351	['Beruf']
Hafen	161	['Beruf', 'Wohnstätte']
Hafenbradl	14	['Beruf', 'Übername']
Hafenbredl	2	['Beruf', 'Übername']
Hafenbrädl	21	['Beruf', 'Übername']
Hafener	29	['Beruf']
Hafer	345	['Beruf']
Haferbier	21	['Beruf', 'Übername']
Haferbihr	2	['Beruf', 'Übername']
Haferkamm	7	['Wohnstätte']
Haferkamp	552	['Wohnstätte', 'Herkunft']
Haferkern	1	['Beruf']
Haferkorn	529	['Beruf']
Haferland	103	['Wohnstätte', 'Herkunft']
Haferlandt	7	['Wohnstätte']
Hafermalz	113	['Beruf']
Hafermann	164	['Beruf']
Hafermehl	10	['Beruf']
Hafers	18	['Beruf', 'Rufname']
Hafersaat	3	['Beruf']
Haferstroh	54	['Beruf']
Haferung	56	['Herkunft']
Haff	53	['Beruf']
Haffert	39	['Rufname']
Haffke	263	['Beruf']
Haffmann	12	['Beruf']
Haffmanns	23	['Beruf']
Haffmans	21	['Beruf']
Haffner	861	['Beruf']
Haffranke	1	['Übername', 'Beruf']
Hafke	300	['Beruf']
Hafmann	6	['Beruf']
Hafner	3746	['Beruf']
Hafran	10	['Übername', 'Beruf']
Hafranke	24	['Übername', 'Beruf']
Hagdorn	87	['Wohnstätte', 'Herkunft']
Hage	757	['Wohnstätte', 'Rufname', 'Herkunft', 'Beruf']
Hagedorn	3511	['Wohnstätte', 'Herkunft', 'Übername']
Hagel	1277	['Übername', 'Wohnstätte', 'Rufname', 'Herkunft']
Hagele	3	['Wohnstätte', 'Rufname']
Hageler	2	['Wohnstätte', 'Rufname', 'Herkunft']
Hagelgans	78	['Übername']
Hagelganz	32	['Übername']
Hagelganß	1	['Übername']
Hagelloch	4	['Herkunft']
Hagelmaier	3	['Beruf']
Hagelmann	46	['Übername', 'Herkunft']
Hagelmayer	3	['Beruf']
Hageloch	53	['Herkunft']
Hagels	45	['Übername']
Hagelsteen	3	['Übername']
Hagelstein	387	['Übername']
Hagemaier	1	['Beruf']
Hageman	12	['Wohnstätte']
Hagemann	4890	['Wohnstätte', 'Herkunft', 'Rufname', 'Beruf', 'Übername']
Hagemans	2	['Wohnstätte']
Hagemayer	1	['Beruf']
Hagemeier	732	['Beruf']
Hagemeyer	312	['Beruf']
Hagemüller	8	['Beruf', 'Herkunft']
Hagen	5818	['Wohnstätte', 'Herkunft', 'Rufname', 'Beruf', 'Übername']
Hagenacker	58	['Wohnstätte', 'Beruf', 'Herkunft']
Hagenah	353	['Herkunft']
Hagenbrock	96	['Wohnstätte']
Hagenbruch	95	['Wohnstätte', 'Herkunft']
Hagenbruck	27	['Wohnstätte']
Hagenbuch	90	['Wohnstätte', 'Herkunft']
Hagenbucher	199	['Wohnstätte', 'Herkunft']
Hagenbuchner	27	['Wohnstätte', 'Herkunft']
Hagenbücher	21	['Wohnstätte']
Hagenbüchner	5	['Wohnstätte', 'Herkunft']
Hagencord	11	['Wohnstätte', 'Rufname']
Hagendorf	268	['Herkunft']
Hagendorff	57	['Herkunft']
Hagendorn	117	['Wohnstätte', 'Herkunft']
Hagener	16	['Wohnstätte', 'Herkunft', 'Rufname']
Hagenkord	41	['Wohnstätte', 'Rufname']
Hagenkordt	4	['Wohnstätte', 'Rufname']
Hagenkort	16	['Wohnstätte', 'Rufname']
Hagenloch	53	['Herkunft', 'Wohnstätte']
Hagenlocher	317	['Herkunft', 'Wohnstätte']
Hagenmaier	117	['Beruf']
Hagenmayer	30	['Beruf']
Hagenmeier	42	['Beruf']
Hagenmeyer	70	['Beruf']
Hagenmiller	1	['Beruf', 'Herkunft']
Hagenmueller	2	['Beruf', 'Herkunft']
Hager	3418	['Wohnstätte', 'Herkunft', 'Rufname', 'Übername']
Hagerer	35	['Wohnstätte', 'Herkunft', 'Rufname']
Hagermann	11	['Wohnstätte', 'Rufname', 'Übername']
Haggemüller	3	['Beruf', 'Herkunft']
Haggenmiller	109	['Beruf', 'Herkunft']
Haggenmüller	289	['Beruf', 'Herkunft']
Hagl	598	['Übername', 'Wohnstätte', 'Rufname', 'Herkunft']
Hagler	30	['Wohnstätte', 'Rufname', 'Herkunft']
Haglmeier	3	['Beruf']
Hagloch	3	['Herkunft']
Hagmaier	140	['Beruf']
Hagman	1	['Wohnstätte']
Hagmann	628	['Wohnstätte', 'Rufname', 'Beruf', 'Herkunft', 'Übername']
Hagmanns	21	['Wohnstätte']
Hagmans	34	['Wohnstätte']
Hagmayer	54	['Beruf']
Hagmeier	71	['Beruf']
Hagmeyer	99	['Beruf']
Hagmueller	3	['Beruf', 'Herkunft']
Hagmüller	35	['Beruf', 'Herkunft']
Hagn	656	['Wohnstätte', 'Rufname', 'Herkunft', 'Beruf', 'Übername']
Hagner	608	['Wohnstätte', 'Herkunft', 'Rufname']
Hahlgans	7	['Übername']
Hahlganß	3	['Übername']
Hahmann	450	['Rufname', 'Beruf', 'Wohnstätte', 'Herkunft', 'Übername']
Hahn	27014	['Übername', 'Herkunft', 'Wohnstätte', 'Rufname', 'Beruf']
Hahne	1847	['Übername', 'Wohnstätte', 'Rufname', 'Herkunft']
Hahnebuth	1	['Wohnstätte']
Hahnebutt	1	['Wohnstätte']
Hahnel	361	['Rufname', 'Übername', 'Wohnstätte', 'Herkunft']
Hahnelt	47	['Rufname', 'Übername', 'Wohnstätte', 'Herkunft']
Hahnemann	413	['Rufname', 'Übername', 'Herkunft']
Hahnig	4	['Rufname']
Hahnl	45	['Rufname', 'Übername', 'Wohnstätte']
Hahnle	16	['Rufname', 'Übername', 'Wohnstätte']
Hahnlein	2	['Rufname', 'Übername', 'Wohnstätte']
Hahnreich	2	['Rufname', 'Übername']
Hahsdenteufel	1	['Übername']
